,circular_compactness,isoperimetric_quotient,isoareal_quotient,radii_ratio,diameter_ratio
29,0.14794564247131348,0.014633655548095703,0.01311802864074707,0.14067316055297852,0.059081077575683594
30,0.14920663833618164,0.014699935913085938,0.013345003128051758,0.1403653621673584,0.058976173400878906
31,0.14749884605407715,0.014500141143798828,0.013791084289550781,0.1420292854309082,0.059461116790771484
32,0.14846229553222656,0.01441049575805664,0.014046430587768555,0.1403639316558838,0.05958890914916992
33,0.14775538444519043,0.014384746551513672,0.013010025024414062,0.1397395133972168,0.05872774124145508
34,0.14787673950195312,0.01435708999633789,0.013071537017822266,0.14179372787475586,0.05884265899658203
35,0.14878630638122559,0.015074491500854492,0.013805866241455078,0.14201688766479492,0.05937051773071289
36,0.14751029014587402,0.014425277709960938,0.01302194595336914,0.14117980003356934,0.058722734451293945
37,0.14712834358215332,0.014365434646606445,0.012959003448486328,0.14047956466674805,0.05876970291137695
38,0.14867901802062988,0.014630556106567383,0.013112545013427734,0.1427936553955078,0.058727264404296875
39,0.14762115478515625,0.014551401138305664,0.013843059539794922,0.14102578163146973,0.05943489074707031
40,0.1478431224822998,0.014778852462768555,0.014165401458740234,0.14141249656677246,0.05955028533935547
41,0.14780378341674805,0.014400959014892578,0.013067960739135742,0.13954448699951172,0.05886578559875488
42,0.1473538875579834,0.0144195556640625,0.013100624084472656,0.1410374641418457,0.059038400650024414
43,0.14848661422729492,0.015146255493164062,0.013880252838134766,0.1410071849822998,0.05948448181152344
44,0.14791178703308105,0.014419794082641602,0.013008832931518555,0.1408710479736328,0.05870962142944336
45,0.14758586883544922,0.014378547668457031,0.012964487075805664,0.14133667945861816,0.0588994026184082
46,0.1490039825439453,0.014710426330566406,0.01316690444946289,0.14058327674865723,0.05881237983703613
47,0.14813756942749023,0.014487743377685547,0.013887882232666016,0.14114832878112793,0.059560298919677734
48,0.14812493324279785,0.014366388320922852,0.014135122299194336,0.14273333549499512,0.05976438522338867
49,0.1475841999053955,0.0143890380859375,0.013019084930419922,0.14094185829162598,0.05877280235290527
50,0.14742684364318848,0.014451742172241211,0.01297760009765625,0.1425008773803711,0.05879712104797363
51,0.1481008529663086,0.015087604522705078,0.013933420181274414,0.14089727401733398,0.059478759765625
52,0.14784955978393555,0.014440774917602539,0.013085603713989258,0.1421523094177246,0.058795928955078125
53,0.14765691757202148,0.014775276184082031,0.013311147689819336,0.14300990104675293,0.06006455421447754
54,0.14817261695861816,0.014462947845458984,0.013139963150024414,0.14205646514892578,0.05896329879760742
55,0.14729642868041992,0.014501333236694336,0.013514518737792969,0.1431882381439209,0.05945158004760742
56,0.1475667953491211,0.014400243759155273,0.013973236083984375,0.14058947563171387,0.059552669525146484
57,0.1478438377380371,0.014351129531860352,0.01293635368347168,0.14068007469177246,0.05875253677368164
58,0.14769840240478516,0.014419794082641602,0.013703584671020508,0.14170598983764648,0.059476613998413086
59,0.14812994003295898,0.015009880065917969,0.01333165168762207,0.14084148406982422,0.05934572219848633
60,0.14833641052246094,0.014443159103393555,0.013054847717285156,0.14087390899658203,0.05865478515625
61,0.14751696586608887,0.014474630355834961,0.013783454895019531,0.1429738998413086,0.059799909591674805
62,0.14780139923095703,0.014362335205078125,0.012995243072509766,0.14272046089172363,0.058791160583496094
63,0.14754247665405273,0.01432657241821289,0.012994527816772461,0.14077305793762207,0.05877566337585449
64,0.1483440399169922,0.014476537704467773,0.014123678207397461,0.1414957046508789,0.059557437896728516
65,0.14755606651306152,0.014381885528564453,0.012885093688964844,0.14042353630065918,0.05864691734313965
66,0.14805984497070312,0.015013694763183594,0.01326298713684082,0.14044523239135742,0.058945417404174805
67,0.1481614112854004,0.015091180801391602,0.013087749481201172,0.14281344413757324,0.059065818786621094
68,0.1479933261871338,0.014576196670532227,0.013066291809082031,0.13980484008789062,0.05872058868408203
69,0.14765191078186035,0.014450311660766602,0.014122962951660156,0.14261507987976074,0.05986618995666504
70,0.14789223670959473,0.014501333236694336,0.013001680374145508,0.14081406593322754,0.05866837501525879
71,0.14756488800048828,0.014409780502319336,0.012990713119506836,0.14099574089050293,0.05894970893859863
72,0.14839720726013184,0.01446676254272461,0.014336824417114258,0.14053106307983398,0.060294151306152344
73,0.14854025840759277,0.014719724655151367,0.013128519058227539,0.1406242847442627,0.058725833892822266
74,0.14757680892944336,0.0142669677734375,0.013072967529296875,0.14242815971374512,0.05889487266540527
75,0.14821290969848633,0.015052556991577148,0.013245582580566406,0.14095258712768555,0.058962345123291016
76,0.1477048397064209,0.014699935913085938,0.013078451156616211,0.14304018020629883,0.05872821807861328
77,0.14712738990783691,0.01438593864440918,0.014115333557128906,0.14194464683532715,0.05976438522338867
78,0.14748573303222656,0.014417171478271484,0.013053655624389648,0.1426682472229004,0.05870652198791504
79,0.14757823944091797,0.014417648315429688,0.013405323028564453,0.14185428619384766,0.05915975570678711
80,0.1478133201599121,0.01508951187133789,0.013614892959594727,0.14069128036499023,0.05924534797668457
81,0.14761734008789062,0.014367103576660156,0.012997150421142578,0.13970541954040527,0.0586092472076416
82,0.14747333526611328,0.014348745346069336,0.01301121711730957,0.14212560653686523,0.05883193016052246
83,0.14798641204833984,0.015074968338012695,0.013229131698608398,0.14118027687072754,0.05889463424682617
84,0.14774656295776367,0.014820575714111328,0.013202190399169922,0.14183306694030762,0.05888819694519043
85,0.14801955223083496,0.014929056167602539,0.01428985595703125,0.14185214042663574,0.0598454475402832
86,0.14784646034240723,0.014323949813842773,0.013039588928222656,0.14068365097045898,0.05879044532775879
87,0.14743590354919434,0.014424562454223633,0.01286768913269043,0.14166569709777832,0.05868196487426758
88,0.148118257522583,0.015349149703979492,0.01342153549194336,0.14240169525146484,0.05899763107299805
89,0.14773154258728027,0.014320850372314453,0.012933969497680664,0.14050936698913574,0.05855274200439453
90,0.1477816104888916,0.014504671096801758,0.013470888137817383,0.1402297019958496,0.05929207801818848
91,0.14840960502624512,0.015084981918334961,0.013411283493041992,0.14089512825012207,0.059018611907958984
92,0.14792513847351074,0.014909744262695312,0.013122320175170898,0.14022397994995117,0.05894899368286133
93,0.14732575416564941,0.014324188232421875,0.014104127883911133,0.14121031761169434,0.05976462364196777
94,0.14786529541015625,0.014342069625854492,0.013058662414550781,0.14012670516967773,0.058835506439208984
95,0.14753985404968262,0.014457941055297852,0.012955427169799805,0.13988041877746582,0.05864262580871582
96,0.14813446998596191,0.015256404876708984,0.013446807861328125,0.14111876487731934,0.05895638465881348
97,0.14755725860595703,0.01428842544555664,0.013132333755493164,0.141615629196167,0.058886051177978516
98,0.1474161148071289,0.014360666275024414,0.013046979904174805,0.14017033576965332,0.058821916580200195
99,0.1479969024658203,0.015055418014526367,0.013519287109375,0.14291048049926758,0.05921816825866699
